,Email Address,Website,Newsletter,Tasting,Call,Visits,Customer_Segment,Wealth Range Estimate,Status,Date,CS_Index,Marketing,new_column,Tasting Per Visit,Wealth Label,Casual Visitor,High Roller,Luxury Estate,Wine Enthusiast
2745,schmidtp@cox.net,0.0,254.23,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,5/18/20 3:21,3.0,Concierge,1,,4,0,0,1,0
2746,marh83@juno.com,0.0,0.0,67.79,0.0,1.0,Casual Visitor,Below $100k,1,5/18/20 4:19,1.0,Email,1,67.79,6,1,0,0,0
2747,f.kaiser@juno.com,0.0,0.0,333.39,0.0,2.0,Casual Visitor,$100-200k,1,5/18/20 5:17,1.0,Email,1,166.7,0,1,0,0,0
2748,rbrown4@yahoo.com,0.0,97.76,108.72,0.0,4.0,Casual Visitor,$400-800k,1,5/18/20 5:28,1.0,Email,1,27.18,3,1,0,0,0
2749,mcculloughr@hotmail.com,20.86,38.13,523.47,0.0,4.0,Casual Visitor,$400-800k,1,5/18/20 5:39,1.0,Email,1,130.87,3,1,0,0,0
2750,m.gregory@msn.com,0.0,0.0,0.0,678.52,0.0,High Roller,$400-800k,1,5/18/20 6:34,2.0,Concierge,1,,3,0,1,0,0
2751,trhodes3@att.net,0.0,0.0,130.04,0.0,1.0,Casual Visitor,Below $100k,1,5/18/20 7:15,1.0,Email,1,130.04,6,1,0,0,0
2752,j.garcia@msn.com,0.0,281.54,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,5/18/20 7:21,3.0,Concierge,1,,4,0,0,1,0
2753,kevw55@hotmail.com,0.0,0.0,246.77,0.0,4.0,Casual Visitor,$200-400k,1,5/18/20 8:58,1.0,Email,1,61.69,2,1,0,0,0
2754,rmorrison9@cox.net,0.0,0.0,426.38,0.0,3.0,Casual Visitor,$200-400k,1,5/18/20 10:46,1.0,Email,1,142.13,2,1,0,0,0
2755,callen7@googlemail.com,0.0,207.28,0.0,0.0,0.0,Luxury Estate,$400-800k,1,5/18/20 10:54,3.0,Concierge,1,,3,0,0,1,0
2756,cervantes7@gmx.com,0.0,103.34,0.0,0.0,0.0,Luxury Estate,$400-800k,1,5/18/20 12:26,3.0,Concierge,1,,3,0,0,1,0
2757,lnixon5@mail.com,0.0,0.0,214.61,0.0,2.0,Casual Visitor,$100-200k,1,5/18/20 16:11,1.0,Email,1,107.3,0,1,0,0,0
2758,robo70@mac.com,0.0,0.0,292.18,0.0,3.0,Casual Visitor,$200-400k,1,5/18/20 16:32,1.0,Email,1,97.39,2,1,0,0,0
2759,pdunn@att.net,0.0,0.0,306.19,0.0,3.0,Casual Visitor,$200-400k,1,5/18/20 18:11,1.0,Email,1,102.06,2,1,0,0,0
2760,tamw56@earthlink.net,0.0,302.19,0.0,0.0,0.0,Luxury Estate,$400-800k,1,5/18/20 18:16,3.0,Concierge,1,,3,0,0,1,0
2761,lanh66@google.com,229.77,0.0,270.96,0.0,1.0,Wine Enthusiast,$200-400k,1,5/18/20 19:14,4.0,Email,1,270.96,2,0,0,0,1
2762,scarter@aol.com,0.0,0.0,637.19,0.0,4.0,Casual Visitor,$200-400k,1,5/18/20 23:59,1.0,Email,1,159.3,2,1,0,0,0
2763,delg86@gmail.com,363.38,0.0,322.79,0.0,1.0,Wine Enthusiast,$100-200k,1,5/19/20 0:29,4.0,Email,1,322.79,0,0,0,0,1
2764,jchristian9@msn.com,0.0,0.0,187.33,0.0,3.0,Casual Visitor,$200-400k,1,5/19/20 0:58,1.0,Email,1,62.44,2,1,0,0,0
2765,smith7@live.com,0.0,0.0,500.83,0.0,3.0,Casual Visitor,$200-400k,1,5/19/20 1:11,1.0,Email,1,166.94,2,1,0,0,0
2766,mercerd@charter.net,0.0,0.0,499.76,0.0,3.0,Casual Visitor,$200-400k,1,5/19/20 1:40,1.0,Email,1,166.59,2,1,0,0,0
2767,kwebb@bellsouth.net,0.0,352.67,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,5/19/20 1:50,3.0,Concierge,1,,4,0,0,1,0
2768,f.mendoza@googlemail.com,0.0,0.0,230.38,0.0,3.0,Casual Visitor,$200-400k,1,5/19/20 3:35,1.0,Email,1,76.79,2,1,0,0,0
2769,robertson2@verizon.net,0.0,0.0,232.67,0.0,4.0,Casual Visitor,$400-800k,1,5/19/20 3:43,1.0,Email,1,58.17,3,1,0,0,0
2770,dmurphy3@cox.net,0.0,0.0,92.41,0.0,2.0,Casual Visitor,$200-400k,1,5/19/20 4:03,1.0,Email,1,46.2,2,1,0,0,0
2771,wheelerg@cox.net,0.0,0.0,173.43,0.0,3.0,Casual Visitor,$200-400k,1,5/19/20 6:23,1.0,Email,1,57.81,2,1,0,0,0
2772,g.crawford@charter.net,0.0,0.0,0.0,321.09,0.0,High Roller,$400-800k,1,5/19/20 6:40,2.0,Concierge,1,,3,0,1,0,0
2773,ellisons@sbcglobal.net,0.0,0.0,215.71,0.0,1.0,Casual Visitor,$100-200k,1,5/19/20 6:48,1.0,Email,1,215.71,0,1,0,0,0
2774,cookt@mac.com,0.0,56.46,40.15,0.0,4.0,Casual Visitor,$400-800k,1,5/19/20 11:24,1.0,Email,1,10.04,3,1,0,0,0
2775,rdonaldson@googlemail.com,0.0,253.97,0.0,0.0,0.0,Luxury Estate,$1200-1800k,1,5/19/20 13:58,3.0,Concierge,1,,1,0,0,1,0
2776,jenningsa@me.com,0.0,0.0,202.31,0.0,2.0,Casual Visitor,$200-400k,1,5/19/20 14:07,1.0,Email,1,101.16,2,1,0,0,0
2777,nada10@att.net,0.0,0.0,140.51,0.0,1.0,Casual Visitor,Below $100k,1,5/19/20 14:25,1.0,Email,1,140.51,6,1,0,0,0
2778,f.stewart@comcast.net,121.79,0.0,54.66,0.0,1.0,Wine Enthusiast,$100-200k,1,5/19/20 16:50,4.0,Email,1,54.66,0,0,0,0,1
2779,snea7@msn.com,0.0,0.0,298.9,0.0,3.0,Casual Visitor,$200-400k,1,5/19/20 18:38,1.0,Email,1,99.63,2,1,0,0,0
2780,gramsey2@cox.net,0.0,124.89,168.16,0.0,4.0,Casual Visitor,$400-800k,1,5/19/20 20:09,1.0,Email,1,42.04,3,1,0,0,0
2781,stran@verizon.net,0.0,72.14,0.0,0.0,0.0,Luxury Estate,$1200-1800k,1,5/19/20 20:27,3.0,Concierge,1,,1,0,0,1,0
2782,smeyer@comcast.net,0.0,0.0,210.76,0.0,1.0,Wine Enthusiast,$100-200k,1,5/19/20 21:33,4.0,Email,1,210.76,0,0,0,0,1
2783,amason@hotmail.com,0.0,0.0,185.64,0.0,1.0,Casual Visitor,Below $100k,1,5/19/20 21:41,1.0,Email,1,185.64,6,1,0,0,0
2784,phillips1@mail.com,0.0,0.0,326.2,0.0,2.0,Casual Visitor,$200-400k,1,5/19/20 22:14,1.0,Email,1,163.1,2,1,0,0,0
2785,cardenas1@gmail.com,0.0,0.0,84.26,0.0,2.0,Casual Visitor,$200-400k,1,5/19/20 22:27,1.0,Email,1,42.13,2,1,0,0,0
2786,mpar68@live.com,0.0,207.28,0.0,0.0,0.0,Luxury Estate,$400-800k,1,5/19/20 22:28,3.0,Concierge,1,,3,0,0,1,0
2787,compton2@hotmail.com,0.0,246.02,0.0,0.0,0.0,Luxury Estate,$400-800k,1,5/19/20 23:55,3.0,Concierge,1,,3,0,0,1,0
2788,mullinsd@googlemail.com,0.0,0.0,468.46,0.0,3.0,Casual Visitor,$200-400k,1,5/20/20 0:04,1.0,Email,1,156.15,2,1,0,0,0
2789,eturner@sbcglobal.net,0.0,0.0,151.6,0.0,1.0,Casual Visitor,Below $100k,1,5/20/20 0:46,1.0,Email,1,151.6,6,1,0,0,0
2790,avila4@juno.com,0.0,174.38,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,5/20/20 0:52,3.0,Concierge,1,,4,0,0,1,0
2791,r.thomas@juno.com,124.46,0.0,290.36,0.0,1.0,Wine Enthusiast,$100-200k,1,5/20/20 2:06,4.0,Email,1,290.36,0,0,0,0,1
2792,mobrien@mac.com,0.0,335.2,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,5/20/20 2:29,3.0,Concierge,1,,4,0,0,1,0
2793,joep44@aol.com,66.56,30.56,738.61,0.0,4.0,Casual Visitor,$400-800k,1,5/20/20 2:34,1.0,Email,1,184.65,3,1,0,0,0
2794,floyd3@me.com,0.0,234.87,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,5/20/20 10:43,3.0,Concierge,1,,4,0,0,1,0
2795,crawfordc@google.com,0.0,258.71,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,5/20/20 11:03,3.0,Concierge,1,,4,0,0,1,0
2796,dbau55@att.net,0.0,0.0,162.87,0.0,2.0,Casual Visitor,$200-400k,1,5/20/20 11:14,1.0,Email,1,81.44,2,1,0,0,0
2797,gordonc@charter.net,0.0,0.0,339.6,0.0,2.0,Casual Visitor,$100-200k,1,5/20/20 11:28,1.0,Email,1,169.8,0,1,0,0,0
2798,jjohnson9@sbcglobal.net,0.0,0.0,43.48,0.0,2.0,Casual Visitor,$100-200k,1,5/20/20 11:52,1.0,Email,1,21.74,0,1,0,0,0
2799,l.ferrell@gmx.com,0.0,0.0,26.54,0.0,1.0,Casual Visitor,$100-200k,1,5/20/20 13:05,1.0,Email,1,26.54,0,1,0,0,0
2800,wang9@mail.com,0.0,0.0,207.83,0.0,1.0,Casual Visitor,$100-200k,1,5/20/20 14:11,1.0,Email,1,207.83,0,1,0,0,0
2801,djon78@yahoo.com,102.63,0.0,323.86,0.0,1.0,Wine Enthusiast,$100-200k,1,5/20/20 14:22,4.0,Email,1,323.86,0,0,0,0,1
2802,rolw29@gmx.com,0.0,0.0,216.64,0.0,2.0,Casual Visitor,$100-200k,1,5/20/20 14:24,1.0,Email,1,108.32,0,1,0,0,0
2803,nelsonm@google.com,0.0,0.0,219.57,0.0,3.0,Casual Visitor,$200-400k,1,5/20/20 14:50,1.0,Email,1,73.19,2,1,0,0,0
2804,cpar25@yahoo.com,0.0,0.0,303.18,0.0,2.0,Casual Visitor,$200-400k,1,5/20/20 15:55,1.0,Email,1,151.59,2,1,0,0,0
2805,rutc7@hotmail.com,0.0,0.0,269.96,0.0,3.0,Casual Visitor,$200-400k,1,5/20/20 18:29,1.0,Email,1,89.99,2,1,0,0,0
2806,zpowell3@msn.com,0.0,0.0,101.16,0.0,1.0,Casual Visitor,Below $100k,1,5/20/20 19:10,1.0,Email,1,101.16,6,1,0,0,0
2807,smcbride4@live.com,0.0,0.0,57.34,0.0,2.0,Casual Visitor,$100-200k,1,5/20/20 19:52,1.0,Email,1,28.67,0,1,0,0,0
2808,pearsonm@cox.net,0.0,0.0,0.0,139.72,0.0,High Roller,$400-800k,1,5/20/20 20:04,2.0,Concierge,1,,3,0,1,0,0
2809,sgomez@google.com,68.48,0.0,0.0,0.0,0.0,Wine Enthusiast,$100-200k,1,5/20/20 20:08,4.0,Email,1,,0,0,0,0,1
2810,laww44@facebook.com,0.0,40.04,446.06,0.0,4.0,Casual Visitor,$400-800k,1,5/20/20 20:43,1.0,Email,1,111.52,3,1,0,0,0
2811,d.reese@bellsouth.net,0.0,0.0,347.47,0.0,2.0,Casual Visitor,$100-200k,1,5/20/20 22:41,1.0,Email,1,173.74,0,1,0,0,0
2812,wolf2@comcast.net,0.0,46.15,660.33,0.0,4.0,Casual Visitor,$400-800k,1,5/20/20 23:09,1.0,Email,1,165.08,3,1,0,0,0
2813,velezp@yahoo.com,0.0,0.0,166.26,0.0,1.0,Casual Visitor,$100-200k,1,5/20/20 23:54,1.0,Email,1,166.26,0,1,0,0,0
2814,jwhite@comcast.net,0.0,200.43,0.0,0.0,0.0,Luxury Estate,$400-800k,1,5/21/20 0:29,3.0,Concierge,1,,3,0,0,1,0
2815,r.nguyen@bellsouth.net,411.43,0.0,196.58,0.0,1.0,Wine Enthusiast,$200-400k,1,5/21/20 1:18,4.0,Email,1,196.58,2,0,0,0,1
2816,smith2@juno.com,0.0,0.0,302.2,0.0,2.0,Casual Visitor,$200-400k,1,5/21/20 1:30,1.0,Email,1,151.1,2,1,0,0,0
2817,ronm29@comcast.net,0.0,0.0,160.35,0.0,4.0,Casual Visitor,$400-800k,1,5/21/20 1:37,1.0,Email,1,40.09,3,1,0,0,0
2818,krim61@hotmail.com,0.0,0.0,180.48,0.0,1.0,Casual Visitor,$100-200k,1,5/21/20 3:42,1.0,Email,1,180.48,0,1,0,0,0
2819,elyons8@googlemail.com,0.0,0.0,149.99,0.0,2.0,Casual Visitor,$200-400k,1,5/21/20 4:16,1.0,Email,1,75.0,2,1,0,0,0
2820,wgriffin@hotmail.com,0.0,0.0,67.92,0.0,1.0,Casual Visitor,$100-200k,1,5/21/20 5:03,1.0,Email,1,67.92,0,1,0,0,0
2821,taylorm@gmx.com,75.46,74.12,662.39,0.0,4.0,Casual Visitor,$400-800k,1,5/21/20 7:07,1.0,Email,1,165.6,3,1,0,0,0
2822,tayg80@gmx.com,0.0,0.0,166.49,0.0,1.0,Wine Enthusiast,$200-400k,1,5/21/20 8:12,4.0,Email,1,166.49,2,0,0,0,1
2823,enrm16@google.com,0.0,106.18,0.0,0.0,0.0,Luxury Estate,$400-800k,1,5/21/20 10:12,3.0,Concierge,1,,3,0,0,1,0
2824,wfar84@cox.net,0.0,0.0,153.15,0.0,4.0,Casual Visitor,$400-800k,1,5/21/20 11:52,1.0,Email,1,38.29,3,1,0,0,0
2825,huntk@bellsouth.net,0.0,0.0,398.86,0.0,2.0,Casual Visitor,$200-400k,1,5/21/20 12:38,1.0,Email,1,199.43,2,1,0,0,0
2826,taylor9@mac.com,0.0,0.0,115.68,0.0,2.0,Casual Visitor,$100-200k,1,5/21/20 13:28,1.0,Email,1,57.84,0,1,0,0,0
2827,marh43@facebook.com,0.0,224.19,0.0,0.0,0.0,Luxury Estate,$1200-1800k,1,5/21/20 14:15,3.0,Concierge,1,,1,0,0,1,0
2828,jree93@gmail.com,0.0,0.0,73.62,0.0,2.0,Casual Visitor,$100-200k,1,5/21/20 14:23,1.0,Email,1,36.81,0,1,0,0,0
2829,joyb28@live.com,0.0,0.0,315.67,0.0,2.0,Casual Visitor,$200-400k,1,5/21/20 15:52,1.0,Email,1,157.84,2,1,0,0,0
2830,hcordova6@googlemail.com,0.0,0.0,305.13,0.0,2.0,Casual Visitor,$200-400k,1,5/21/20 18:14,1.0,Email,1,152.56,2,1,0,0,0
2831,hernandez2@msn.com,0.0,0.0,0.0,508.49,0.0,High Roller,$400-800k,1,5/21/20 18:22,2.0,Concierge,1,,3,0,1,0,0
2832,j.cooper@sbcglobal.net,0.0,170.03,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,5/21/20 18:33,3.0,Concierge,1,,4,0,0,1,0
2833,williamsd@msn.com,0.0,0.0,28.48,0.0,1.0,Casual Visitor,Below $100k,1,5/21/20 18:41,1.0,Email,1,28.48,6,1,0,0,0
2834,nbradford@yahoo.com,0.0,0.0,59.16,0.0,1.0,Casual Visitor,Below $100k,1,5/21/20 20:04,1.0,Email,1,59.16,6,1,0,0,0
2835,gorg15@google.com,0.0,118.76,526.84,0.0,3.0,Casual Visitor,$400-800k,1,5/21/20 20:20,1.0,Email,1,175.61,3,1,0,0,0
2836,williamson7@charter.net,0.0,0.0,254.69,0.0,2.0,Casual Visitor,$200-400k,1,5/21/20 20:23,1.0,Email,1,127.34,2,1,0,0,0
2837,wayc81@aol.com,0.0,0.0,205.98,0.0,2.0,Casual Visitor,$200-400k,1,5/21/20 21:00,1.0,Email,1,102.99,2,1,0,0,0
2838,thomas9@cox.net,0.0,0.0,153.79,0.0,2.0,Casual Visitor,$100-200k,1,5/21/20 22:27,1.0,Email,1,76.9,0,1,0,0,0
2839,tsny12@gmx.com,0.0,62.46,390.87,0.0,3.0,Casual Visitor,$400-800k,1,5/22/20 2:23,1.0,Email,1,130.29,3,1,0,0,0
2840,christian3@mail.com,0.0,494.25,0.0,0.0,0.0,Luxury Estate,$1200-1800k,1,5/22/20 4:01,3.0,Concierge,1,,1,0,0,1,0
2841,lthompson7@live.com,0.0,41.51,131.72,0.0,3.0,Casual Visitor,$400-800k,1,5/22/20 4:44,1.0,Email,1,43.91,3,1,0,0,0
2842,douj16@aol.com,0.0,156.52,185.6,0.0,1.0,Wine Enthusiast,$200-400k,1,5/22/20 6:35,4.0,Email,1,185.6,2,0,0,0,1
2843,i.murphy@mac.com,0.0,0.0,485.4,0.0,3.0,Casual Visitor,$200-400k,1,5/22/20 7:28,1.0,Email,1,161.8,2,1,0,0,0
2844,j.weeks@gmail.com,0.0,0.0,307.64,0.0,3.0,Casual Visitor,$200-400k,1,5/22/20 7:55,1.0,Email,1,102.55,2,1,0,0,0
2845,mgar90@bellsouth.net,0.0,0.0,361.49,0.0,3.0,Casual Visitor,$200-400k,1,5/22/20 8:13,1.0,Email,1,120.5,2,1,0,0,0
2846,jwilson@gmail.com,0.0,0.0,196.44,0.0,4.0,Casual Visitor,$200-400k,1,5/22/20 9:30,1.0,Email,1,49.11,2,1,0,0,0
2847,j.hardin@me.com,0.0,0.0,360.95,0.0,3.0,Casual Visitor,$200-400k,1,5/22/20 9:46,1.0,Email,1,120.32,2,1,0,0,0
2848,jacksonr@live.com,0.0,0.0,48.06,0.0,2.0,Casual Visitor,$200-400k,1,5/22/20 10:24,1.0,Email,1,24.03,2,1,0,0,0
2849,lewism@google.com,361.66,0.0,72.87,0.0,1.0,Wine Enthusiast,$200-400k,1,5/22/20 10:27,4.0,Email,1,72.87,2,0,0,0,1
2850,ejones5@charter.net,60.91,282.97,734.9,139.33,1.0,High Roller,$800-1200k,1,5/22/20 10:39,2.0,Concierge,1,734.9,4,0,1,0,0
2851,wards@gmail.com,0.0,575.63,0.0,0.0,0.0,Luxury Estate,$1200-1800k,1,5/22/20 12:32,3.0,Concierge,1,,1,0,0,1,0
2852,johnsonh@google.com,0.0,0.0,151.0,0.0,2.0,Casual Visitor,$200-400k,1,5/22/20 13:17,1.0,Email,1,75.5,2,1,0,0,0
2853,stev47@juno.com,2471.3,252.8,231.53,67.66,3.0,Wine Enthusiast,$800-1200k,1,5/22/20 15:42,4.0,Email,1,77.18,4,0,0,0,1
2854,esantana1@mac.com,0.0,0.0,148.78,0.0,2.0,Casual Visitor,$200-400k,1,5/22/20 17:07,1.0,Email,1,74.39,2,1,0,0,0
2855,j.harris@comcast.net,0.0,0.0,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,5/22/20 17:37,3.0,Concierge,1,,4,0,0,1,0
2856,m.smith@juno.com,0.0,0.0,41.67,0.0,1.0,Casual Visitor,Below $100k,1,5/22/20 18:56,1.0,Email,1,41.67,6,1,0,0,0
2857,mcbride9@mac.com,0.0,0.0,34.32,0.0,1.0,Casual Visitor,Below $100k,1,5/22/20 19:16,1.0,Email,1,34.32,6,1,0,0,0
2858,r.cunningham@aol.com,0.0,0.0,497.87,0.0,3.0,Casual Visitor,$200-400k,1,5/22/20 20:28,1.0,Email,1,165.96,2,1,0,0,0
2859,wwilliams8@earthlink.net,0.0,184.36,0.0,0.0,0.0,Luxury Estate,$400-800k,1,5/22/20 22:25,3.0,Concierge,1,,3,0,0,1,0
2860,jwest@comcast.net,0.0,0.0,94.97,0.0,3.0,Casual Visitor,$200-400k,1,5/22/20 22:35,1.0,Email,1,31.66,2,1,0,0,0
2861,blevinsj@mail.com,0.0,0.0,362.53,0.0,2.0,Casual Visitor,$200-400k,1,5/22/20 23:49,1.0,Email,1,181.26,2,1,0,0,0
2862,sritter@sbcglobal.net,0.0,161.76,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,5/23/20 2:28,3.0,Concierge,1,,4,0,0,1,0
2863,mveg23@bellsouth.net,0.0,0.0,654.65,0.0,4.0,Casual Visitor,$200-400k,1,5/23/20 3:42,1.0,Email,1,163.66,2,1,0,0,0
2864,masona@mac.com,0.0,0.0,321.41,0.0,2.0,Casual Visitor,$200-400k,1,5/23/20 4:16,1.0,Email,1,160.71,2,1,0,0,0
2865,fban32@sbcglobal.net,0.0,0.0,209.73,0.0,1.0,Wine Enthusiast,$100-200k,1,5/23/20 4:54,4.0,Email,1,209.73,0,0,0,0,1
2866,jschwartz@gmx.com,0.0,0.0,183.22,0.0,1.0,Casual Visitor,$100-200k,1,5/23/20 7:25,1.0,Email,1,183.22,0,1,0,0,0
2867,k.phillips@live.com,0.0,0.0,0.0,175.91,0.0,High Roller,$400-800k,1,5/23/20 8:34,2.0,Concierge,1,,3,0,1,0,0
2868,ghoover1@live.com,0.0,0.0,152.5,0.0,4.0,Casual Visitor,$200-400k,1,5/23/20 12:32,1.0,Email,1,38.12,2,1,0,0,0
2869,portiz3@aol.com,0.0,0.0,276.19,0.0,3.0,Casual Visitor,$200-400k,1,5/23/20 12:46,1.0,Email,1,92.06,2,1,0,0,0
2870,mmason6@aol.com,0.0,0.0,529.77,0.0,3.0,Casual Visitor,$200-400k,1,5/23/20 13:41,1.0,Email,1,176.59,2,1,0,0,0
2871,jefferson5@sbcglobal.net,0.0,0.0,79.54,0.0,2.0,Casual Visitor,$100-200k,1,5/23/20 15:13,1.0,Email,1,39.77,0,1,0,0,0
2872,pmoses@yahoo.com,0.0,0.0,83.66,0.0,1.0,Casual Visitor,Below $100k,1,5/23/20 16:43,1.0,Email,1,83.66,6,1,0,0,0
2873,belll@facebook.com,0.0,0.0,243.83,0.0,2.0,Casual Visitor,$100-200k,1,5/23/20 17:39,1.0,Email,1,121.92,0,1,0,0,0
2874,magu16@yahoo.com,0.0,0.0,89.4,0.0,1.0,Casual Visitor,$100-200k,1,5/23/20 18:12,1.0,Email,1,89.4,0,1,0,0,0
2875,jfra95@me.com,0.0,0.0,62.13,0.0,1.0,Casual Visitor,Below $100k,1,5/23/20 18:40,1.0,Email,1,62.13,6,1,0,0,0
2876,bhog44@msn.com,0.0,143.09,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,5/23/20 20:28,3.0,Concierge,1,,4,0,0,1,0
2877,lhuffman5@sbcglobal.net,0.0,0.0,73.12,0.0,3.0,Casual Visitor,$200-400k,1,5/23/20 21:52,1.0,Email,1,24.37,2,1,0,0,0
2878,bsmith6@charter.net,0.0,0.0,96.34,0.0,2.0,Casual Visitor,$100-200k,1,5/23/20 23:23,1.0,Email,1,48.17,0,1,0,0,0
2879,e.simmons@bellsouth.net,0.0,293.61,0.0,0.0,0.0,Luxury Estate,$400-800k,1,5/23/20 23:53,3.0,Concierge,1,,3,0,0,1,0
2880,a.nguyen@live.com,214.7,355.55,61.32,205.01,1.0,Luxury Estate,$1200-1800k,1,5/24/20 0:31,3.0,Concierge,1,61.32,1,0,0,1,0
2881,bmayer8@live.com,0.0,0.0,251.65,0.0,3.0,Casual Visitor,$200-400k,1,5/24/20 1:58,1.0,Email,1,83.88,2,1,0,0,0
2882,rdan44@comcast.net,0.0,0.0,359.22,0.0,3.0,Casual Visitor,$200-400k,1,5/24/20 6:48,1.0,Email,1,119.74,2,1,0,0,0
2883,kbennett8@mail.com,0.0,0.0,59.62,0.0,3.0,Casual Visitor,$200-400k,1,5/24/20 7:31,1.0,Email,1,19.87,2,1,0,0,0
2884,hrivers8@facebook.com,366.25,617.73,100.08,60.2,1.0,Luxury Estate,$800-1200k,1,5/24/20 8:21,3.0,Concierge,1,100.08,4,0,0,1,0
2885,rebw55@sbcglobal.net,0.0,0.0,116.94,0.0,2.0,Casual Visitor,$200-400k,1,5/24/20 11:17,1.0,Email,1,58.47,2,1,0,0,0
2886,obar56@yahoo.com,0.0,247.57,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,5/24/20 11:29,3.0,Concierge,1,,4,0,0,1,0
2887,mossw@googlemail.com,0.0,0.0,66.79,0.0,1.0,Casual Visitor,Below $100k,1,5/24/20 12:58,1.0,Email,1,66.79,6,1,0,0,0
2888,ekoch7@comcast.net,0.0,0.0,66.08,0.0,1.0,Casual Visitor,$100-200k,1,5/24/20 13:02,1.0,Email,1,66.08,0,1,0,0,0
2889,smithl@verizon.net,0.0,0.0,187.02,0.0,2.0,Casual Visitor,$200-400k,1,5/24/20 14:03,1.0,Email,1,93.51,2,1,0,0,0
2890,janderson8@mac.com,0.0,0.0,30.7,0.0,3.0,Casual Visitor,$200-400k,1,5/24/20 15:43,1.0,Email,1,10.23,2,1,0,0,0
2891,hillj@cox.net,0.0,0.0,95.21,0.0,2.0,Casual Visitor,$200-400k,1,5/24/20 17:45,1.0,Email,1,47.6,2,1,0,0,0
2892,rojas8@gmx.com,0.0,406.31,0.0,0.0,0.0,Luxury Estate,$1200-1800k,1,5/24/20 20:10,3.0,Concierge,1,,1,0,0,1,0
2893,csmith8@google.com,0.0,0.0,670.12,0.0,4.0,Casual Visitor,$200-400k,1,5/24/20 20:54,1.0,Email,1,167.53,2,1,0,0,0
2894,mwil38@googlemail.com,0.0,0.0,0.0,525.87,0.0,High Roller,$400-800k,1,5/24/20 22:15,2.0,Concierge,1,,3,0,1,0,0
2895,parkerj@cox.net,0.0,98.59,222.54,0.0,4.0,Casual Visitor,$400-800k,1,5/24/20 22:45,1.0,Email,1,55.64,3,1,0,0,0
2896,nguyena@me.com,0.0,0.0,98.35,0.0,2.0,Casual Visitor,$200-400k,1,5/25/20 0:06,1.0,Email,1,49.18,2,1,0,0,0
2897,crane9@msn.com,0.0,0.0,191.75,0.0,2.0,Casual Visitor,$100-200k,1,5/25/20 2:04,1.0,Email,1,95.88,0,1,0,0,0
2898,khoo6@googlemail.com,0.0,0.0,122.31,0.0,2.0,Casual Visitor,$200-400k,1,5/25/20 2:05,1.0,Email,1,61.16,2,1,0,0,0
2899,ivag89@bellsouth.net,0.0,0.0,79.66,0.0,1.0,Casual Visitor,Below $100k,1,5/25/20 4:25,1.0,Email,1,79.66,6,1,0,0,0
2900,mhall9@juno.com,0.0,0.0,333.78,0.0,2.0,Casual Visitor,$200-400k,1,5/25/20 4:51,1.0,Email,1,166.89,2,1,0,0,0
2901,k.macdonald@yahoo.com,0.0,0.0,24.0,0.0,2.0,Casual Visitor,$200-400k,1,5/25/20 5:45,1.0,Email,1,12.0,2,1,0,0,0
2902,mcclainc@facebook.com,0.0,0.0,539.28,0.0,4.0,Casual Visitor,$200-400k,1,5/25/20 5:59,1.0,Email,1,134.82,2,1,0,0,0
2903,scott6@facebook.com,0.0,0.0,214.55,0.0,2.0,Casual Visitor,$100-200k,1,5/25/20 6:24,1.0,Email,1,107.28,0,1,0,0,0
2904,lamb3@gmail.com,0.0,0.0,351.45,0.0,2.0,Casual Visitor,$200-400k,1,5/25/20 7:24,1.0,Email,1,175.72,2,1,0,0,0
2905,williamsonb@att.net,196.43,1040.53,128.99,126.21,1.0,Luxury Estate,$1200-1800k,1,5/25/20 10:26,3.0,Concierge,1,128.99,1,0,0,1,0
2906,c.parrish@yahoo.com,0.0,0.0,267.72,0.0,3.0,Casual Visitor,$200-400k,1,5/25/20 12:01,1.0,Email,1,89.24,2,1,0,0,0
2907,lopezl@bellsouth.net,0.0,96.8,681.52,0.0,4.0,Casual Visitor,$400-800k,1,5/25/20 13:23,1.0,Email,1,170.38,3,1,0,0,0
2908,donp84@comcast.net,0.0,0.0,287.83,0.0,3.0,Casual Visitor,$200-400k,1,5/25/20 13:23,1.0,Email,1,95.94,2,1,0,0,0
2909,j.phillips@cox.net,0.0,0.0,237.34,0.0,2.0,Casual Visitor,$100-200k,1,5/25/20 13:28,1.0,Email,1,118.67,0,1,0,0,0
2910,klyn9@charter.net,0.0,0.0,122.42,0.0,3.0,Casual Visitor,$200-400k,1,5/25/20 14:15,1.0,Email,1,40.81,2,1,0,0,0
2911,jflores@verizon.net,0.0,0.0,334.16,0.0,3.0,Casual Visitor,$200-400k,1,5/25/20 15:06,1.0,Email,1,111.39,2,1,0,0,0
