Member ID,Status,Email Address,Tasting Room Visited,Customer_Segment,Year Discontinued,LTV at Discontinuance,Wealth Range Estimate,Reason for Leaving
201600789,Discontinued,hwil97@googlemail.com,Yes,Wine Enthusiast,2016,870.26,$100-200k,Staff not knowledgable
201600820,Discontinued,cara50@mail.com,No,Wine Enthusiast,2016,1749.29,$200-400k,Staff not knowledgable
201600852,Discontinued,jmor15@facebook.com,No,Wine Enthusiast,2016,899.83,$200-400k,Not enough selection
201600870,Discontinued,lmorales@cox.net,Yes,Casual Visitor,2016,435.79,$200-400k,Wine quality
201600890,Discontinued,pfitzgerald8@mac.com,Yes,Casual Visitor,2016,490.95,$200-400k,Prices too high
201600898,Discontinued,stuart7@earthlink.net,Yes,Casual Visitor,2016,380.78,Below $100k,Prices too high
201600918,Discontinued,c.romero@mail.com,Yes,Casual Visitor,2016,535.93,$200-400k,Prices too high
201600921,Discontinued,bowenc@sbcglobal.net,Yes,Casual Visitor,2016,1680.71,$200-400k,
201600939,Discontinued,rholden3@sbcglobal.net,Yes,Casual Visitor,2016,367.82,$100-200k,Prices too high
201600947,Discontinued,mrivera9@mail.com,Yes,Casual Visitor,2016,564.77,$200-400k,Prices too high
201600960,Discontinued,janc12@comcast.net,No,Wine Enthusiast,2016,1295.77,$200-400k,Staff not knowledgable
201600962,Discontinued,ndyer3@hotmail.com,Yes,Casual Visitor,2016,1556.2,$200-400k,Wine quality
201600966,Discontinued,b.rodriguez@cox.net,No,Wine Enthusiast,2016,986.38,$1200-1800k,Wine quality
201600971,Discontinued,r.hammond@mac.com,No,Wine Enthusiast,2016,309.89,$100-200k,Prices too high
201600975,Discontinued,miranda4@earthlink.net,Yes,Casual Visitor,2016,347.32,Below $100k,Prices too high
201600998,Discontinued,ajohnson@sbcglobal.net,Yes,Casual Visitor,2016,207.83,$200-400k,Prices too high
201601003,Discontinued,dcabrera@googlemail.com,Yes,Casual Visitor,2016,125.2,$200-400k,
201601009,Discontinued,sbutler2@hotmail.com,Yes,Casual Visitor,2016,626.91,$100-200k,Prices too high
201601011,Discontinued,vreid9@att.net,Yes,Casual Visitor,2016,638.53,$200-400k,Prices too high
201601015,Discontinued,bobh76@comcast.net,No,Wine Enthusiast,2016,1429.93,$200-400k,Staff not knowledgable
201601021,Discontinued,mrod36@cox.net,Yes,Casual Visitor,2016,233.63,$100-200k,Poor service
201601025,Discontinued,mnash@charter.net,No,Wine Enthusiast,2016,525.74,$100-200k,Staff not knowledgable
201601054,Discontinued,d.dalton@gmail.com,No,Wine Enthusiast,2016,381.35,$100-200k,Not enough selection
201601065,Discontinued,kim2@gmail.com,No,Wine Enthusiast,2016,1773.61,$200-400k,Staff not knowledgable
201601079,Discontinued,sloan2@live.com,No,Luxury Estate,2016,140.3,Above $1800k,Staff not knowledgable
201601080,Discontinued,dlewis8@comcast.net,No,Wine Enthusiast,2016,4332.01,$800-1200k,Not enough selection
201601086,Discontinued,r.hurst@charter.net,Yes,Wine Enthusiast,2016,1396.15,$200-400k,
201601094,Discontinued,cevans@google.com,Yes,Casual Visitor,2016,1205.4,$200-400k,Not enough selection
201601125,Discontinued,d.lopez@live.com,No,Wine Enthusiast,2016,1869.52,$200-400k,Not enough selection
201601133,Discontinued,dhill@msn.com,No,Luxury Estate,2016,637.12,$800-1200k,Staff not knowledgable
201601152,Discontinued,duran6@sbcglobal.net,Yes,Casual Visitor,2016,451.41,$400-800k,Prices too high
201601155,Discontinued,geor75@aol.com,No,Wine Enthusiast,2016,999.01,$200-400k,Prices too high
201601163,Discontinued,rbailey34@googlemail.com,No,High Roller,2016,606.24,$1200-1800k,Poor service
201601178,Discontinued,torrese@earthlink.net,Yes,Casual Visitor,2016,1094.7,Below $100k,Poor service
201601182,Discontinued,bradfordh@juno.com,Yes,Casual Visitor,2016,228.88,$200-400k,Wine quality
201601188,Discontinued,c.hall@me.com,Yes,Casual Visitor,2016,137.09,$400-800k,Wine quality
201601211,Discontinued,shenson@aol.com,No,Wine Enthusiast,2016,1083.76,$200-400k,Poor service
201601214,Discontinued,jordan3@aol.com,No,Wine Enthusiast,2016,1935.11,$200-400k,Staff not knowledgable
201601221,Discontinued,ortega7@gmx.com,No,Wine Enthusiast,2016,335.06,$100-200k,Not enough selection
201601229,Discontinued,davisd@live.com,Yes,Casual Visitor,2016,458.98,$100-200k,Prices too high
201601239,Discontinued,dtho19@juno.com,No,Wine Enthusiast,2016,47966.49,Above $1800k,Staff not knowledgable
201601248,Discontinued,robs5@cox.net,Yes,Casual Visitor,2016,164.41,$400-800k,Not enough selection
201601253,Discontinued,bjones@earthlink.net,No,Wine Enthusiast,2016,493.08,$100-200k,Not enough selection
201601274,Discontinued,frew14@verizon.net,Yes,Casual Visitor,2016,298.55,$200-400k,Poor service
201601299,Discontinued,jbrown4@mail.com,No,Wine Enthusiast,2016,1585.3,$200-400k,Staff not knowledgable
201601330,Discontinued,robn47@mail.com,No,Wine Enthusiast,2016,2443,$400-800k,Not enough selection
201601359,Discontinued,kdur86@mail.com,No,Wine Enthusiast,2016,535.59,$100-200k,Not enough selection
201601368,Discontinued,turnerb@earthlink.net,Yes,Casual Visitor,2016,344,Below $100k,Staff not knowledgable
201601372,Discontinued,moodye@live.com,No,Luxury Estate,2016,135.34,$400-800k,
201601375,Discontinued,j.adams@charter.net,No,Wine Enthusiast,2016,2119.17,$400-800k,Staff not knowledgable
201601389,Discontinued,m.maxwell@googlemail.com,No,Wine Enthusiast,2016,865.5,$200-400k,Not enough selection
201601391,Discontinued,olson1@gmx.com,Yes,Casual Visitor,2016,651.35,$400-800k,Wine quality
201601415,Discontinued,khar37@live.com,Yes,Casual Visitor,2016,907.73,$100-200k,Not enough selection
201601443,Discontinued,mski69@verizon.net,No,Wine Enthusiast,2016,322.66,$100-200k,Staff not knowledgable
201601455,Discontinued,conrad4@live.com,Yes,Casual Visitor,2016,374.94,$200-400k,Prices too high
201601486,Discontinued,mbak93@att.net,No,Wine Enthusiast,2016,366.05,$100-200k,Not enough selection
201601491,Discontinued,robg57@earthlink.net,No,Wine Enthusiast,2016,687.12,$1200-1800k,Staff not knowledgable
201601505,Discontinued,sgoodwin@hotmail.com,Yes,Casual Visitor,2016,502.16,Below $100k,Poor service
201601572,Discontinued,prod42@att.net,Yes,Casual Visitor,2016,68.73,$100-200k,Wine quality
201601574,Discontinued,rtaylor@sbcglobal.net,No,Wine Enthusiast,2016,11828.86,$800-1200k,Not enough selection
201601592,Discontinued,abender7@live.com,No,Wine Enthusiast,2016,1019.35,$200-400k,Wine quality
201601603,Discontinued,nuneze@mac.com,Yes,Casual Visitor,2016,369.32,$200-400k,Prices too high
201601612,Discontinued,g.newton@me.com,No,Wine Enthusiast,2016,1666.88,$200-400k,Staff not knowledgable
201601614,Discontinued,butler7@facebook.com,No,Wine Enthusiast,2016,1202.38,$200-400k,Staff not knowledgable
201601621,Discontinued,lpeck9@gmail.com,No,Wine Enthusiast,2016,241.25,$100-200k,Poor service
201601629,Discontinued,patterson6@comcast.net,No,Wine Enthusiast,2016,1268.71,$200-400k,Staff not knowledgable
201601646,Discontinued,waltond@bellsouth.net,Yes,Casual Visitor,2016,335.31,$200-400k,Prices too high
201601709,Discontinued,king9@googlemail.com,No,Wine Enthusiast,2016,1875.23,$200-400k,Prices too high
201601720,Discontinued,boone3@charter.net,Yes,Casual Visitor,2016,723.62,$200-400k,Poor service
201601740,Discontinued,jclements@cox.net,No,Wine Enthusiast,2016,535.12,$100-200k,Staff not knowledgable
201601760,Discontinued,joliver1@mail.com,Yes,Casual Visitor,2016,666.44,$200-400k,Not enough selection
201601783,Discontinued,swelch@charter.net,Yes,Casual Visitor,2016,346.43,$200-400k,Not enough selection
201601794,Discontinued,schultz2@bellsouth.net,No,Wine Enthusiast,2016,2528.36,$400-800k,Staff not knowledgable
201601806,Discontinued,rodgersm@comcast.net,Yes,Casual Visitor,2016,320.41,$200-400k,
201601893,Discontinued,julw35@yahoo.com,Yes,Casual Visitor,2016,445.14,Below $100k,Prices too high
201601933,Discontinued,jlucero@gmail.com,Yes,Casual Visitor,2016,766.91,$200-400k,Prices too high
201601979,Discontinued,contrerasj@me.com,No,High Roller,2016,312.86,$800-1200k,
201602018,Discontinued,awil60@yahoo.com,Yes,Casual Visitor,2016,148.58,$100-200k,
201602030,Discontinued,jdoyle1@comcast.net,No,Wine Enthusiast,2016,281.64,$100-200k,Not enough selection
201602037,Discontinued,kelleya@charter.net,Yes,Casual Visitor,2016,803.42,$200-400k,Prices too high
201602061,Discontinued,aguirre2@msn.com,Yes,Wine Enthusiast,2016,1126.33,$200-400k,Poor service
201602065,Discontinued,chughes@cox.net,Yes,Casual Visitor,2016,135.61,$400-800k,Staff not knowledgable
201602069,Discontinued,andersonb@bellsouth.net,No,Wine Enthusiast,2016,2369.92,$400-800k,Staff not knowledgable
201602070,Discontinued,hughes1@me.com,Yes,Casual Visitor,2016,362.84,$200-400k,
201602072,Discontinued,mason1@google.com,Yes,Casual Visitor,2016,386,$200-400k,Prices too high
201602077,Discontinued,m.davis@gmail.com,No,Wine Enthusiast,2016,1889.43,$200-400k,Staff not knowledgable
201602082,Discontinued,cmcg35@mac.com,No,Wine Enthusiast,2016,1189.21,$200-400k,Staff not knowledgable
201602112,Discontinued,jfloyd@comcast.net,Yes,Casual Visitor,2016,137.16,Below $100k,Wine quality
201602142,Discontinued,jscott@att.net,No,Wine Enthusiast,2016,1781.33,$200-400k,Wine quality
201602146,Discontinued,rcas68@aol.com,Yes,Casual Visitor,2016,143.14,$400-800k,Not enough selection
201602173,Discontinued,ray4@juno.com,Yes,Casual Visitor,2016,113.74,$100-200k,Prices too high
201602174,Discontinued,micd71@sbcglobal.net,Yes,Casual Visitor,2016,335.58,$400-800k,Not enough selection
201602184,Discontinued,mcombs5@verizon.net,Yes,Casual Visitor,2016,309.83,Below $100k,Not enough selection
201602190,Discontinued,hwalls@cox.net,No,Wine Enthusiast,2016,1256.57,$200-400k,Not enough selection
201602191,Discontinued,m.phillips@aol.com,No,Wine Enthusiast,2016,1330.19,$200-400k,Staff not knowledgable
201602206,Discontinued,msmi56@msn.com,Yes,Casual Visitor,2016,1219.3,$400-800k,
201602209,Discontinued,dkin75@mac.com,No,Wine Enthusiast,2016,23398.23,Above $1800k,Staff not knowledgable
201602224,Discontinued,aray7@bellsouth.net,Yes,Casual Visitor,2016,637.01,$200-400k,Prices too high
201602255,Discontinued,r.sexton@live.com,Yes,Casual Visitor,2016,266.29,$200-400k,Poor service
201602289,Discontinued,ssmith@mail.com,Yes,Casual Visitor,2016,854.39,$400-800k,Prices too high
201602294,Discontinued,jama7@aol.com,Yes,Casual Visitor,2016,738.61,$200-400k,Prices too high
201602295,Discontinued,denglish4@facebook.com,Yes,Casual Visitor,2016,858.99,$100-200k,Prices too high
201602298,Discontinued,jmcclure@verizon.net,Yes,Casual Visitor,2016,95.29,$400-800k,Poor service
201602329,Discontinued,nicholson3@comcast.net,Yes,Casual Visitor,2016,250.39,$200-400k,Poor service
201602338,Discontinued,rjon64@msn.com,Yes,Casual Visitor,2016,569.65,$400-800k,Wine quality
201602353,Discontinued,t.elliott@mail.com,Yes,Casual Visitor,2016,1582.15,$100-200k,Poor service
201602373,Discontinued,wilson8@earthlink.net,Yes,Casual Visitor,2016,482.73,$100-200k,Staff not knowledgable
201602395,Discontinued,williamsb@att.net,No,Wine Enthusiast,2016,814.35,$1200-1800k,Staff not knowledgable
201602399,Discontinued,dper73@google.com,Yes,Casual Visitor,2016,806.55,$100-200k,Staff not knowledgable
201602426,Discontinued,nros88@cox.net,Yes,Casual Visitor,2016,225.89,$200-400k,Not enough selection
201602433,Discontinued,colen@cox.net,No,Wine Enthusiast,2016,1802.18,$200-400k,Staff not knowledgable
201602443,Discontinued,zhal48@comcast.net,Yes,Casual Visitor,2016,323.94,$400-800k,Staff not knowledgable
201602451,Discontinued,lopez3@facebook.com,No,Wine Enthusiast,2016,680.17,$100-200k,Staff not knowledgable
201602463,Discontinued,mic.smith@juno.com,No,Wine Enthusiast,2016,33073.99,Above $1800k,Staff not knowledgable
201602468,Discontinued,gloh24@googlemail.com,Yes,Luxury Estate,2016,456.3,$800-1200k,Not enough selection
201602477,Discontinued,jans64@gmail.com,No,Wine Enthusiast,2016,3337.44,$800-1200k,Staff not knowledgable
201602486,Discontinued,taylorm@sbcglobal.net,No,Wine Enthusiast,2016,1627.11,$200-400k,Not enough selection
201602490,Discontinued,dwil3@gmail.com,No,Wine Enthusiast,2016,2141.35,$400-800k,Not enough selection
201602529,Discontinued,lmor56@att.net,Yes,Casual Visitor,2016,627.03,$200-400k,Poor service
201602539,Discontinued,mstu58@google.com,No,Wine Enthusiast,2016,1173.64,$200-400k,Staff not knowledgable
201602548,Discontinued,bonillad@charter.net,Yes,Casual Visitor,2016,113.21,$200-400k,Poor service
201602553,Discontinued,srus34@comcast.net,Yes,Casual Visitor,2016,303.64,Below $100k,Staff not knowledgable
201602567,Discontinued,mrich@juno.com,No,Wine Enthusiast,2016,464.83,$100-200k,Not enough selection
201602571,Discontinued,s.torres@mail.com,Yes,Casual Visitor,2016,384.1,$400-800k,Staff not knowledgable
201602578,Discontinued,dars88@sbcglobal.net,Yes,Wine Enthusiast,2016,620.02,$100-200k,Not enough selection
201602597,Discontinued,csloan@charter.net,No,Wine Enthusiast,2016,1726.19,$200-400k,Poor service
201602610,Discontinued,davb99@att.net,No,Wine Enthusiast,2016,509.35,$100-200k,Not enough selection
201602626,Discontinued,stah51@juno.com,No,Wine Enthusiast,2016,813.5,$1200-1800k,Staff not knowledgable
201602636,Discontinued,ssnyder@live.com,Yes,Casual Visitor,2016,223.9,$200-400k,Prices too high
201602651,Discontinued,barrg@hotmail.com,Yes,Casual Visitor,2016,354.82,$200-400k,Wine quality
201602665,Discontinued,dber96@hotmail.com,Yes,Casual Visitor,2016,161.4,$400-800k,Not enough selection
201602669,Discontinued,prattk@gmx.com,Yes,Casual Visitor,2016,198.25,$200-400k,Not enough selection
201602723,Discontinued,j.burnett@gmx.com,Yes,Casual Visitor,2016,72.13,$200-400k,Staff not knowledgable
201602726,Discontinued,mjackson4@aol.com,Yes,Casual Visitor,2016,335.86,$400-800k,Wine quality
201602728,Discontinued,hrodriguez7@facebook.com,Yes,Casual Visitor,2016,547.27,$400-800k,Wine quality
201602742,Discontinued,mbaird3@googlemail.com,Yes,Casual Visitor,2016,55.47,$100-200k,Prices too high
201602804,Discontinued,rpea66@gmail.com,Yes,Casual Visitor,2016,247.86,$100-200k,Staff not knowledgable
201602876,Discontinued,cthomas7@verizon.net,Yes,Casual Visitor,2016,188.65,$200-400k,Prices too high
201602890,Discontinued,stevens4@live.com,No,Luxury Estate,2016,769.92,$1200-1800k,Staff not knowledgable
201602897,Discontinued,b.yang@facebook.com,Yes,Casual Visitor,2016,481.52,$200-400k,Staff not knowledgable
201602910,Discontinued,r.hull@facebook.com,No,Luxury Estate,2016,2371.13,$800-1200k,Prices too high
201602934,Discontinued,carh43@juno.com,Yes,Casual Visitor,2016,229.95,$200-400k,Prices too high
201602944,Discontinued,c.dickerson@cox.net,No,Wine Enthusiast,2016,159.93,$100-200k,Staff not knowledgable
201602964,Discontinued,dixon5@juno.com,Yes,Casual Visitor,2016,792.33,$200-400k,Prices too high
201602967,Discontinued,a.rodriguez@verizon.net,No,Wine Enthusiast,2016,1371.03,$200-400k,Poor service
201602978,Discontinued,r.fernandez@bellsouth.net,Yes,Casual Visitor,2016,429.1,$200-400k,Not enough selection
201602990,Discontinued,walls8@aol.com,No,Wine Enthusiast,2016,476.11,$100-200k,Not enough selection
201602996,Discontinued,sortiz@live.com,No,Wine Enthusiast,2016,737.75,$1200-1800k,Not enough selection
201603017,Discontinued,carter5@charter.net,Yes,Casual Visitor,2016,888.54,$400-800k,Poor service
201603023,Discontinued,rherrera5@live.com,Yes,Casual Visitor,2016,318.29,$200-400k,Prices too high
201603031,Discontinued,rnor31@bellsouth.net,No,Wine Enthusiast,2016,355.91,$100-200k,Staff not knowledgable
201603063,Discontinued,mterry5@cox.net,Yes,Casual Visitor,2016,68.84,$400-800k,Staff not knowledgable
201603069,Discontinued,d.thomas@google.com,No,Wine Enthusiast,2016,964.79,$200-400k,Staff not knowledgable
201603076,Discontinued,kcarr@sbcglobal.net,Yes,Casual Visitor,2016,177.54,$100-200k,Poor service
201603082,Discontinued,d.wolf@att.net,No,Wine Enthusiast,2016,1464.37,$200-400k,Staff not knowledgable
201603085,Discontinued,bpham@verizon.net,Yes,Casual Visitor,2016,195.49,$200-400k,Wine quality
201603095,Discontinued,lawrence9@charter.net,Yes,Casual Visitor,2016,676.98,$100-200k,
201603115,Discontinued,davg52@yahoo.com,No,Wine Enthusiast,2016,2642.76,$400-800k,Staff not knowledgable
201603119,Discontinued,i.snyder@att.net,No,Wine Enthusiast,2016,1541.92,$200-400k,Staff not knowledgable
201603125,Discontinued,williamsc@msn.com,Yes,Casual Visitor,2016,655.22,$100-200k,Not enough selection
201603141,Discontinued,brewer8@googlemail.com,No,Wine Enthusiast,2016,932.03,$200-400k,Not enough selection
201603150,Discontinued,sfos11@gmail.com,No,Wine Enthusiast,2016,3217.11,$800-1200k,Not enough selection
201603153,Discontinued,thompson5@google.com,Yes,Casual Visitor,2016,522.95,$200-400k,Staff not knowledgable
201603166,Discontinued,b.evans@bellsouth.net,Yes,Casual Visitor,2016,641.46,Below $100k,Prices too high
201603191,Discontinued,tjohnson9@facebook.com,Yes,Casual Visitor,2016,98.08,$200-400k,Prices too high
201603199,Discontinued,jonesj@live.com,No,Wine Enthusiast,2016,2763.06,$400-800k,Not enough selection
201603210,Discontinued,brib43@charter.net,No,Wine Enthusiast,2016,3026.77,$800-1200k,Staff not knowledgable
201603242,Discontinued,jacobs8@googlemail.com,Yes,Casual Visitor,2016,358.4,$100-200k,Prices too high
201603248,Discontinued,johnson4@live.com,No,Wine Enthusiast,2016,1526.87,$200-400k,Staff not knowledgable
201603251,Discontinued,dcameron1@facebook.com,Yes,Casual Visitor,2016,139.41,$200-400k,Prices too high
201603278,Discontinued,e.knight@facebook.com,Yes,Casual Visitor,2016,983.38,$400-800k,Not enough selection
201603350,Discontinued,fmichael9@googlemail.com,No,Wine Enthusiast,2016,1809.94,$200-400k,Poor service
201603399,Discontinued,csmith@gmx.com,Yes,Casual Visitor,2016,111.21,$200-400k,Wine quality
201603410,Discontinued,g.rodriguez@yahoo.com,No,Wine Enthusiast,2016,21264.57,Above $1800k,Staff not knowledgable
201603432,Discontinued,bcarroll@cox.net,Yes,Casual Visitor,2016,69.35,$400-800k,Staff not knowledgable
201603440,Discontinued,ramirez4@me.com,No,Wine Enthusiast,2016,236.6,$100-200k,Staff not knowledgable
201603443,Discontinued,ralf26@mail.com,No,Wine Enthusiast,2016,602.65,$100-200k,Staff not knowledgable
201603451,Discontinued,s.cross@charter.net,Yes,Casual Visitor,2016,392.69,Below $100k,Poor service
201603455,Discontinued,gillespie1@bellsouth.net,Yes,Casual Visitor,2016,361.69,$200-400k,Staff not knowledgable
201603472,Discontinued,melr51@bellsouth.net,Yes,Casual Visitor,2016,78.05,$100-200k,Wine quality
201603483,Discontinued,shij13@gmail.com,No,Wine Enthusiast,2016,1072.79,$200-400k,Not enough selection
201603486,Discontinued,d.duncan@att.net,No,Wine Enthusiast,2016,1600.17,$200-400k,Prices too high
201603490,Discontinued,dono19@bellsouth.net,No,Wine Enthusiast,2016,1718.17,$200-400k,Staff not knowledgable
201603500,Discontinued,m.rubio@me.com,No,Wine Enthusiast,2016,1499.78,$200-400k,Not enough selection
201603505,Discontinued,bhart@googlemail.com,No,Wine Enthusiast,2016,431.89,$100-200k,Staff not knowledgable
201603517,Discontinued,mendoza4@comcast.net,Yes,Casual Visitor,2016,210,$200-400k,Prices too high
201603522,Discontinued,mara76@earthlink.net,Yes,Casual Visitor,2016,994.52,$100-200k,Prices too high
201603524,Discontinued,chapman3@googlemail.com,No,Wine Enthusiast,2016,791.62,$100-200k,Wine quality
201603592,Discontinued,hleon@comcast.net,Yes,Wine Enthusiast,2016,1804.92,$200-400k,Staff not knowledgable
201603622,Discontinued,vsha37@att.net,No,Wine Enthusiast,2016,2081.12,$200-400k,Not enough selection
201603623,Discontinued,kats39@juno.com,Yes,Casual Visitor,2016,415.17,$400-800k,Wine quality
201603670,Discontinued,l.meadows@charter.net,Yes,Casual Visitor,2016,96.58,$100-200k,Staff not knowledgable
201603694,Discontinued,d.bowen@verizon.net,No,Luxury Estate,2016,442.38,$400-800k,Prices too high
201603696,Discontinued,wilj37@verizon.net,Yes,Casual Visitor,2016,618.04,Below $100k,Prices too high
201603717,Discontinued,hernandezc@cox.net,Yes,Casual Visitor,2016,1358.03,$200-400k,
201603737,Discontinued,srivera@facebook.com,No,Wine Enthusiast,2016,1840.45,$200-400k,Staff not knowledgable
201603760,Discontinued,dnorman@gmail.com,No,Wine Enthusiast,2016,1533.4,$200-400k,Not enough selection
201603816,Discontinued,sone60@gmail.com,No,Wine Enthusiast,2016,1765.57,$200-400k,Staff not knowledgable
201603831,Discontinued,mathis5@verizon.net,Yes,Casual Visitor,2016,71.46,$200-400k,Prices too high
201603842,Discontinued,cterrell8@hotmail.com,Yes,Wine Enthusiast,2016,580.24,$100-200k,Staff not knowledgable
201603852,Discontinued,collierl@googlemail.com,Yes,Casual Visitor,2016,255.38,$200-400k,Not enough selection
201603854,Discontinued,sham5@msn.com,No,Wine Enthusiast,2016,2432.98,$400-800k,Not enough selection
201603864,Discontinued,l.russell@googlemail.com,No,Wine Enthusiast,2016,895.59,$200-400k,Wine quality
201603869,Discontinued,awil64@earthlink.net,No,Wine Enthusiast,2016,440.77,$100-200k,Not enough selection
201603874,Discontinued,jgates5@att.net,Yes,Casual Visitor,2016,332.14,$200-400k,Prices too high
201603884,Discontinued,m.long@bellsouth.net,Yes,Casual Visitor,2016,437,$200-400k,Staff not knowledgable
201603887,Discontinued,shew57@verizon.net,Yes,Casual Visitor,2016,1155.85,$100-200k,
201603904,Discontinued,w.mcdonald@aol.com,No,Wine Enthusiast,2016,2666.06,$400-800k,Staff not knowledgable
201603921,Discontinued,manderson9@aol.com,Yes,Luxury Estate,2016,641.04,$800-1200k,Not enough selection
201603933,Discontinued,kschmidt@gmail.com,No,Wine Enthusiast,2016,173.52,$100-200k,Staff not knowledgable
201603934,Discontinued,rubc79@verizon.net,Yes,Casual Visitor,2016,770.96,$100-200k,Prices too high
201603970,Discontinued,dunderwood6@earthlink.net,Yes,Casual Visitor,2016,398.57,$200-400k,Wine quality
201603986,Discontinued,d.knight@juno.com,No,Wine Enthusiast,2016,1138.7,$200-400k,Staff not knowledgable
201603987,Discontinued,nelson7@comcast.net,Yes,Casual Visitor,2016,577.02,Below $100k,Prices too high
201603998,Discontinued,smcc5@verizon.net,No,Wine Enthusiast,2016,1957.3,$200-400k,Poor service
201604001,Discontinued,hernandez1@gmail.com,Yes,Casual Visitor,2016,233.7,Below $100k,Not enough selection
201604007,Discontinued,cook1@hotmail.com,Yes,Casual Visitor,2016,359.96,$200-400k,Staff not knowledgable
201604019,Discontinued,t.kramer@gmail.com,Yes,Casual Visitor,2016,1980.28,$200-400k,Not enough selection
201604024,Discontinued,nunezk@facebook.com,No,Wine Enthusiast,2016,1480.77,$200-400k,Not enough selection
201604057,Discontinued,mcdonald9@hotmail.com,No,Wine Enthusiast,2016,383.64,$100-200k,
201604058,Discontinued,rshe97@att.net,No,Wine Enthusiast,2016,372.47,$100-200k,Staff not knowledgable
201604064,Discontinued,btodd2@facebook.com,No,Wine Enthusiast,2016,1009.12,$200-400k,Staff not knowledgable
201604095,Discontinued,vicb34@comcast.net,Yes,Casual Visitor,2016,1124.97,$200-400k,Not enough selection
201604119,Discontinued,asmith@gmail.com,Yes,Casual Visitor,2016,210.97,$200-400k,Poor service
201604127,Discontinued,garw67@googlemail.com,No,Luxury Estate,2016,1353.04,$1200-1800k,Not enough selection
201604132,Discontinued,archer9@hotmail.com,No,Wine Enthusiast,2016,654.23,$100-200k,Wine quality
201604155,Discontinued,sadl3@me.com,Yes,Casual Visitor,2016,70.19,$100-200k,Staff not knowledgable
201604156,Discontinued,hsto89@comcast.net,Yes,Wine Enthusiast,2016,2666.61,$400-800k,Staff not knowledgable
201604169,Discontinued,dbarker2@facebook.com,No,Wine Enthusiast,2016,1928.24,$200-400k,Staff not knowledgable
201604171,Discontinued,noble8@earthlink.net,No,Wine Enthusiast,2016,719.87,$100-200k,Not enough selection
201604184,Discontinued,small4@verizon.net,Yes,Casual Visitor,2016,401.49,$100-200k,Prices too high
201604188,Discontinued,lclark6@mail.com,No,Wine Enthusiast,2016,1888.1,$200-400k,Staff not knowledgable
